home_team,away_team,home_goals,away_goals,result,season
Everton,Reading,3,1,H,2012-2013
ManchesterUnited,NorwichCity,4,0,H,2012-2013
Southampton,QueensParkRangers,1,2,A,2012-2013
StokeCity,WestHamUnited,0,1,A,2012-2013
Sunderland,Fulham,2,2,D,2012-2013
SwanseaCity,NewcastleUnited,1,0,H,2012-2013
WiganAthletic,Liverpool,0,4,A,2012-2013
TottenhamHotspur,Arsenal,2,1,H,2012-2013
AstonVilla,ManchesterCity,0,1,A,2012-2013
NorwichCity,Southampton,0,0,D,2012-2013
QueensParkRangers,Sunderland,3,1,H,2012-2013
Reading,AstonVilla,1,2,A,2012-2013
WestBromwichAlbion,SwanseaCity,2,1,H,2012-2013
NewcastleUnited,StokeCity,2,1,H,2012-2013
Liverpool,TottenhamHotspur,3,2,H,2012-2013
Everton,ManchesterCity,2,0,H,2012-2013
AstonVilla,QueensParkRangers,3,2,H,2012-2013
Southampton,Liverpool,3,1,H,2012-2013
StokeCity,WestBromwichAlbion,0,0,D,2012-2013
SwanseaCity,Arsenal,0,2,A,2012-2013
ManchesterUnited,Reading,1,0,H,2012-2013
Sunderland,NorwichCity,1,1,D,2012-2013
TottenhamHotspur,Fulham,0,1,A,2012-2013
Chelsea,WestHamUnited,2,0,H,2012-2013
WiganAthletic,NewcastleUnited,2,1,H,2012-2013
Sunderland,ManchesterUnited,0,1,A,2012-2013
Arsenal,Reading,4,1,H,2012-2013
ManchesterCity,NewcastleUnited,4,0,H,2012-2013
Southampton,Chelsea,2,1,H,2012-2013
SwanseaCity,TottenhamHotspur,1,2,A,2012-2013
WestHamUnited,WestBromwichAlbion,3,1,H,2012-2013
WiganAthletic,NorwichCity,1,0,H,2012-2013
Everton,StokeCity,1,0,H,2012-2013
AstonVilla,Liverpool,1,2,A,2012-2013
Fulham,QueensParkRangers,3,2,H,2012-2013
Reading,Southampton,0,2,A,2012-2013
NorwichCity,SwanseaCity,2,2,D,2012-2013
StokeCity,AstonVilla,1,3,A,2012-2013
WestBromwichAlbion,Arsenal,1,2,A,2012-2013
Liverpool,WestHamUnited,0,0,D,2012-2013
TottenhamHotspur,Everton,2,2,D,2012-2013
Chelsea,Sunderland,2,1,H,2012-2013
NewcastleUnited,Fulham,1,0,H,2012-2013
QueensParkRangers,WiganAthletic,1,1,D,2012-2013
ManchesterUnited,ManchesterCity,1,2,A,2012-2013
Arsenal,NorwichCity,3,1,H,2012-2013
AstonVilla,Fulham,1,1,D,2012-2013
Everton,QueensParkRangers,2,0,H,2012-2013
Reading,Liverpool,0,0,D,2012-2013
Southampton,WestHamUnited,1,1,D,2012-2013
NewcastleUnited,Sunderland,0,3,A,2012-2013
StokeCity,ManchesterUnited,0,2,A,2012-2013
Arsenal,Everton,0,0,D,2012-2013
ManchesterCity,WiganAthletic,1,0,H,2012-2013
WestHamUnited,ManchesterUnited,2,2,D,2012-2013
Fulham,Chelsea,0,3,A,2012-2013
Fulham,Arsenal,0,1,A,2012-2013
NorwichCity,Reading,2,1,H,2012-2013
QueensParkRangers,StokeCity,0,2,A,2012-2013
Sunderland,Everton,1,0,H,2012-2013
SwanseaCity,Southampton,0,0,D,2012-2013
WestBromwichAlbion,NewcastleUnited,1,1,D,2012-2013
WestHamUnited,WiganAthletic,2,0,H,2012-2013
TottenhamHotspur,ManchesterCity,3,1,H,2012-2013
Liverpool,Chelsea,2,2,D,2012-2013
ManchesterUnited,AstonVilla,3,0,H,2012-2013
ManchesterCity,WestHamUnited,2,1,H,2012-2013
Everton,Fulham,1,0,H,2012-2013
Southampton,WestBromwichAlbion,0,3,A,2012-2013
StokeCity,NorwichCity,1,0,H,2012-2013
WiganAthletic,TottenhamHotspur,2,2,D,2012-2013
NewcastleUnited,Liverpool,0,6,A,2012-2013
Reading,QueensParkRangers,0,0,D,2012-2013
Chelsea,SwanseaCity,2,0,H,2012-2013
Arsenal,ManchesterUnited,1,1,D,2012-2013
AstonVilla,Sunderland,6,1,H,2012-2013
Fulham,Reading,2,4,A,2012-2013
NorwichCity,AstonVilla,1,2,A,2012-2013
SwanseaCity,ManchesterCity,0,0,D,2012-2013
TottenhamHotspur,Southampton,1,0,H,2012-2013
WestBromwichAlbion,WiganAthletic,2,3,A,2012-2013
WestHamUnited,NewcastleUnited,0,0,D,2012-2013
QueensParkRangers,Arsenal,0,1,A,2012-2013
Liverpool,Everton,0,0,D,2012-2013
ManchesterUnited,Chelsea,0,1,A,2012-2013
Sunderland,StokeCity,1,1,D,2012-2013
ManchesterCity,WestBromwichAlbion,1,0,H,2012-2013
WiganAthletic,SwanseaCity,2,3,A,2012-2013
Chelsea,TottenhamHotspur,2,2,D,2012-2013
AstonVilla,Chelsea,1,2,A,2012-2013
StokeCity,TottenhamHotspur,1,2,A,2012-2013
Everton,WestHamUnited,2,0,H,2012-2013
Fulham,Liverpool,1,3,A,2012-2013
NorwichCity,WestBromwichAlbion,4,0,H,2012-2013
QueensParkRangers,NewcastleUnited,1,2,A,2012-2013
Sunderland,Southampton,1,1,D,2012-2013
ManchesterUnited,SwanseaCity,2,1,H,2012-2013
Arsenal,WiganAthletic,4,1,H,2012-2013
Reading,ManchesterCity,0,2,A,2012-2013
Chelsea,Everton,2,1,H,2012-2013
Liverpool,QueensParkRangers,1,0,H,2012-2013
ManchesterCity,NorwichCity,2,3,A,2012-2013
NewcastleUnited,Arsenal,0,1,A,2012-2013
Southampton,StokeCity,1,1,D,2012-2013
SwanseaCity,Fulham,0,3,A,2012-2013
TottenhamHotspur,Sunderland,1,0,H,2012-2013
WestBromwichAlbion,ManchesterUnited,5,5,D,2012-2013
WestHamUnited,Reading,4,2,H,2012-2013
WiganAthletic,AstonVilla,2,2,D,2012-2013
Liverpool,StokeCity,1,0,H,2013-2014
Arsenal,AstonVilla,1,3,A,2013-2014
NorwichCity,Everton,2,2,D,2013-2014
Sunderland,Fulham,0,1,A,2013-2014
WestBromwichAlbion,Southampton,0,1,A,2013-2014
WestHamUnited,CardiffCity,2,0,H,2013-2014
SwanseaCity,ManchesterUnited,1,4,A,2013-2014
CrystalPalace,TottenhamHotspur,0,1,A,2013-2014
Chelsea,HullCity,2,0,H,2013-2014
ManchesterCity,NewcastleUnited,4,0,H,2013-2014
Chelsea,AstonVilla,2,1,H,2013-2014
Fulham,Arsenal,1,3,A,2013-2014
Everton,WestBromwichAlbion,0,0,D,2013-2014
HullCity,NorwichCity,1,0,H,2013-2014
NewcastleUnited,WestHamUnited,0,0,D,2013-2014
Southampton,Sunderland,1,1,D,2013-2014
StokeCity,CrystalPalace,2,1,H,2013-2014
AstonVilla,Liverpool,0,1,A,2013-2014
CardiffCity,ManchesterCity,3,2,H,2013-2014
TottenhamHotspur,SwanseaCity,1,0,H,2013-2014
ManchesterUnited,Chelsea,0,0,D,2013-2014
ManchesterCity,HullCity,2,0,H,2013-2014
CardiffCity,Everton,0,0,D,2013-2014
NewcastleUnited,Fulham,1,0,H,2013-2014
NorwichCity,Southampton,1,0,H,2013-2014
WestHamUnited,StokeCity,0,1,A,2013-2014
CrystalPalace,Sunderland,3,1,H,2013-2014
Liverpool,ManchesterUnited,1,0,H,2013-2014
WestBromwichAlbion,SwanseaCity,0,2,A,2013-2014
Arsenal,TottenhamHotspur,1,0,H,2013-2014
ManchesterUnited,CrystalPalace,2,0,H,2013-2014
AstonVilla,NewcastleUnited,1,2,A,2013-2014
Fulham,WestBromwichAlbion,1,1,D,2013-2014
HullCity,CardiffCity,1,1,D,2013-2014
StokeCity,ManchesterCity,0,0,D,2013-2014
Sunderland,Arsenal,1,3,A,2013-2014
TottenhamHotspur,NorwichCity,2,0,H,2013-2014
Everton,Chelsea,1,0,H,2013-2014
Southampton,WestHamUnited,0,0,D,2013-2014
SwanseaCity,Liverpool,2,2,D,2013-2014
NorwichCity,AstonVilla,0,1,A,2013-2014
Liverpool,Southampton,0,1,A,2013-2014
NewcastleUnited,HullCity,2,3,A,2013-2014
WestBromwichAlbion,Sunderland,3,0,H,2013-2014
WestHamUnited,Everton,2,3,A,2013-2014
Chelsea,Fulham,2,0,H,2013-2014
Arsenal,StokeCity,3,1,H,2013-2014
CrystalPalace,SwanseaCity,0,2,A,2013-2014
CardiffCity,TottenhamHotspur,0,1,A,2013-2014
ManchesterCity,ManchesterUnited,4,1,H,2013-2014
TottenhamHotspur,Chelsea,1,1,D,2013-2014
AstonVilla,ManchesterCity,3,2,H,2013-2014
Fulham,CardiffCity,1,2,A,2013-2014
HullCity,WestHamUnited,1,0,H,2013-2014
ManchesterUnited,WestBromwichAlbion,1,2,A,2013-2014
Southampton,CrystalPalace,2,0,H,2013-2014
SwanseaCity,Arsenal,1,2,A,2013-2014
StokeCity,NorwichCity,0,1,A,2013-2014
Sunderland,Liverpool,1,3,A,2013-2014
Everton,NewcastleUnited,3,2,H,2013-2014
ManchesterCity,Everton,3,1,H,2013-2014
CardiffCity,NewcastleUnited,1,2,A,2013-2014
Fulham,StokeCity,1,0,H,2013-2014
HullCity,AstonVilla,0,0,D,2013-2014
Liverpool,CrystalPalace,3,1,H,2013-2014
Sunderland,ManchesterUnited,1,2,A,2013-2014
NorwichCity,Chelsea,1,3,A,2013-2014
Southampton,SwanseaCity,2,0,H,2013-2014
TottenhamHotspur,WestHamUnited,0,3,A,2013-2014
WestBromwichAlbion,Arsenal,1,1,D,2013-2014
NewcastleUnited,Liverpool,2,2,D,2013-2014
Arsenal,NorwichCity,4,1,H,2013-2014
Chelsea,CardiffCity,4,1,H,2013-2014
Everton,HullCity,2,1,H,2013-2014
ManchesterUnited,Southampton,1,1,D,2013-2014
StokeCity,WestBromwichAlbion,0,0,D,2013-2014
SwanseaCity,Sunderland,4,0,H,2013-2014
WestHamUnited,ManchesterCity,1,3,A,2013-2014
AstonVilla,TottenhamHotspur,0,2,A,2013-2014
CrystalPalace,Fulham,1,4,A,2013-2014
CrystalPalace,Arsenal,0,2,A,2013-2014
AstonVilla,Everton,0,2,A,2013-2014
Liverpool,WestBromwichAlbion,4,1,H,2013-2014
ManchesterUnited,StokeCity,3,2,H,2013-2014
NorwichCity,CardiffCity,0,0,D,2013-2014
Southampton,Fulham,2,0,H,2013-2014
Sunderland,NewcastleUnited,2,1,H,2013-2014
Chelsea,ManchesterCity,2,1,H,2013-2014
SwanseaCity,WestHamUnited,0,0,D,2013-2014
TottenhamHotspur,HullCity,1,0,H,2013-2014
NewcastleUnited,Chelsea,2,0,H,2013-2014
Fulham,ManchesterUnited,1,3,A,2013-2014
HullCity,Sunderland,1,0,H,2013-2014
ManchesterCity,NorwichCity,7,0,H,2013-2014
StokeCity,Southampton,1,1,D,2013-2014
WestBromwichAlbion,CrystalPalace,2,0,H,2013-2014
WestHamUnited,AstonVilla,0,0,D,2013-2014
Arsenal,Liverpool,2,0,H,2013-2014
Everton,TottenhamHotspur,0,0,D,2013-2014
CardiffCity,SwanseaCity,1,0,H,2013-2014
AstonVilla,CardiffCity,2,0,H,2013-2014
Chelsea,WestBromwichAlbion,2,2,D,2013-2014
CrystalPalace,Everton,0,0,D,2013-2014
Liverpool,Fulham,4,0,H,2013-2014
Southampton,HullCity,4,1,H,2013-2014
NorwichCity,WestHamUnited,3,1,H,2013-2014
TottenhamHotspur,NewcastleUnited,0,1,A,2013-2014
Sunderland,ManchesterCity,1,0,H,2013-2014
ManchesterUnited,Arsenal,1,0,H,2013-2014
SwanseaCity,StokeCity,3,3,D,2013-2014
Everton,Liverpool,3,3,D,2013-2014
Arsenal,Southampton,2,0,H,2013-2014
Fulham,SwanseaCity,1,2,A,2013-2014
HullCity,CrystalPalace,0,1,A,2013-2014
NewcastleUnited,NorwichCity,2,1,H,2013-2014
StokeCity,Sunderland,2,0,H,2013-2014
WestHamUnited,Chelsea,0,3,A,2013-2014
ManchesterCity,TottenhamHotspur,6,0,H,2013-2014
CardiffCity,ManchesterUnited,2,2,D,2013-2014
WestBromwichAlbion,AstonVilla,2,2,D,2013-2014
AstonVilla,Sunderland,0,0,D,2013-2014
CardiffCity,Arsenal,0,3,A,2013-2014
Everton,StokeCity,4,0,H,2013-2014
NorwichCity,CrystalPalace,1,0,H,2013-2014
WestHamUnited,Fulham,3,0,H,2013-2014
NewcastleUnited,WestBromwichAlbion,2,1,H,2013-2014
TottenhamHotspur,ManchesterUnited,2,2,D,2013-2014
HullCity,Liverpool,3,1,H,2013-2014
Chelsea,Southampton,3,1,H,2013-2014
ManchesterCity,SwanseaCity,3,0,H,2013-2014
CrystalPalace,WestHamUnited,1,0,H,2013-2014
Arsenal,HullCity,2,0,H,2013-2014
Liverpool,NorwichCity,5,1,H,2013-2014
ManchesterUnited,Everton,0,1,A,2013-2014
Southampton,AstonVilla,2,3,A,2013-2014
StokeCity,CardiffCity,0,0,D,2013-2014
Sunderland,Chelsea,3,4,A,2013-2014
SwanseaCity,NewcastleUnited,3,0,H,2013-2014
Fulham,TottenhamHotspur,1,2,A,2013-2014
WestBromwichAlbion,ManchesterCity,2,3,A,2013-2014
ManchesterUnited,NewcastleUnited,0,1,A,2013-2014
CrystalPalace,CardiffCity,2,0,H,2013-2014
Liverpool,WestHamUnited,4,1,H,2013-2014
Southampton,ManchesterCity,1,1,D,2013-2014
StokeCity,Chelsea,3,2,H,2013-2014
WestBromwichAlbion,NorwichCity,0,2,A,2013-2014
Sunderland,TottenhamHotspur,1,2,A,2013-2014
Fulham,AstonVilla,2,0,H,2013-2014
Arsenal,Everton,1,1,D,2013-2014
SwanseaCity,HullCity,1,1,D,2013-2014
ManchesterCity,Arsenal,6,3,H,2013-2014
CardiffCity,WestBromwichAlbion,1,0,H,2013-2014
Chelsea,CrystalPalace,2,1,H,2013-2014
Everton,Fulham,4,1,H,2013-2014
NewcastleUnited,Southampton,1,1,D,2013-2014
WestHamUnited,Sunderland,0,0,D,2013-2014
HullCity,StokeCity,0,0,D,2013-2014
AstonVilla,ManchesterUnited,0,3,A,2013-2014
NorwichCity,SwanseaCity,1,1,D,2013-2014
TottenhamHotspur,Liverpool,0,5,A,2013-2014
Liverpool,CardiffCity,3,1,H,2013-2014
CrystalPalace,NewcastleUnited,0,3,A,2013-2014
Fulham,ManchesterCity,2,4,A,2013-2014
ManchesterUnited,WestHamUnited,3,1,H,2013-2014
StokeCity,AstonVilla,2,1,H,2013-2014
Sunderland,NorwichCity,0,0,D,2013-2014
WestBromwichAlbion,HullCity,1,1,D,2013-2014
Southampton,TottenhamHotspur,2,3,A,2013-2014
SwanseaCity,Everton,1,2,A,2013-2014
Arsenal,Chelsea,0,0,D,2013-2014
HullCity,ManchesterUnited,2,3,A,2013-2014
AstonVilla,CrystalPalace,0,1,A,2013-2014
CardiffCity,Southampton,0,3,A,2013-2014
Chelsea,SwanseaCity,1,0,H,2013-2014
Everton,Sunderland,0,1,A,2013-2014
NewcastleUnited,StokeCity,5,1,H,2013-2014
NorwichCity,Fulham,1,2,A,2013-2014
TottenhamHotspur,WestBromwichAlbion,1,1,D,2013-2014
WestHamUnited,Arsenal,1,3,A,2013-2014
ManchesterCity,Liverpool,2,1,H,2013-2014
WestHamUnited,WestBromwichAlbion,3,3,D,2013-2014
AstonVilla,SwanseaCity,1,1,D,2013-2014
HullCity,Fulham,6,0,H,2013-2014
ManchesterCity,CrystalPalace,1,0,H,2013-2014
NorwichCity,ManchesterUnited,0,1,A,2013-2014
CardiffCity,Sunderland,2,2,D,2013-2014
Everton,Southampton,2,1,H,2013-2014
NewcastleUnited,Arsenal,0,1,A,2013-2014
Chelsea,Liverpool,2,1,H,2013-2014
TottenhamHotspur,StokeCity,3,0,H,2013-2014
SwanseaCity,ManchesterCity,2,3,A,2013-2014
Arsenal,CardiffCity,2,0,H,2013-2014
CrystalPalace,NorwichCity,1,1,D,2013-2014
Fulham,WestHamUnited,2,1,H,2013-2014
Liverpool,HullCity,2,0,H,2013-2014
Southampton,Chelsea,0,3,A,2013-2014
StokeCity,Everton,1,1,D,2013-2014
Sunderland,AstonVilla,0,1,A,2013-2014
WestBromwichAlbion,NewcastleUnited,1,0,H,2013-2014
ManchesterUnited,TottenhamHotspur,1,2,A,2013-2014
HullCity,Chelsea,0,2,A,2013-2014
CardiffCity,WestHamUnited,0,2,A,2013-2014
Everton,NorwichCity,2,0,H,2013-2014
Fulham,Sunderland,1,4,A,2013-2014
Southampton,WestBromwichAlbion,1,0,H,2013-2014
TottenhamHotspur,CrystalPalace,2,0,H,2013-2014
ManchesterUnited,SwanseaCity,2,0,H,2013-2014
NewcastleUnited,ManchesterCity,0,2,A,2013-2014
StokeCity,Liverpool,3,5,A,2013-2014
AstonVilla,Arsenal,1,2,A,2013-2014
Sunderland,Southampton,2,2,D,2013-2014
Arsenal,Fulham,2,0,H,2013-2014
CrystalPalace,StokeCity,1,0,H,2013-2014
ManchesterCity,CardiffCity,4,2,H,2013-2014
NorwichCity,HullCity,1,0,H,2013-2014
WestHamUnited,NewcastleUnited,1,3,A,2013-2014
Liverpool,AstonVilla,2,2,D,2013-2014
SwanseaCity,TottenhamHotspur,1,3,A,2013-2014
Chelsea,ManchesterUnited,3,1,H,2013-2014
WestBromwichAlbion,Everton,1,1,D,2013-2014
ManchesterUnited,CardiffCity,2,0,H,2013-2014
NorwichCity,NewcastleUnited,0,0,D,2013-2014
Southampton,Arsenal,2,2,D,2013-2014
SwanseaCity,Fulham,2,0,H,2013-2014
CrystalPalace,HullCity,1,0,H,2013-2014
Liverpool,Everton,4,0,H,2013-2014
AstonVilla,WestBromwichAlbion,4,3,H,2013-2014
Chelsea,WestHamUnited,0,0,D,2013-2014
Sunderland,StokeCity,1,0,H,2013-2014
TottenhamHotspur,ManchesterCity,1,5,A,2013-2014
NewcastleUnited,Sunderland,0,3,A,2013-2014
WestHamUnited,SwanseaCity,2,0,H,2013-2014
CardiffCity,NorwichCity,2,1,H,2013-2014
Everton,AstonVilla,2,1,H,2013-2014
Fulham,Southampton,0,3,A,2013-2014
HullCity,TottenhamHotspur,1,1,D,2013-2014
StokeCity,ManchesterUnited,2,1,H,2013-2014
WestBromwichAlbion,Liverpool,1,1,D,2013-2014
Arsenal,CrystalPalace,2,0,H,2013-2014
ManchesterCity,Chelsea,0,1,A,2013-2014
Liverpool,Arsenal,5,1,H,2013-2014
AstonVilla,WestHamUnited,0,2,A,2013-2014
Chelsea,NewcastleUnited,3,0,H,2013-2014
CrystalPalace,WestBromwichAlbion,3,1,H,2013-2014
NorwichCity,ManchesterCity,0,0,D,2013-2014
Southampton,StokeCity,2,2,D,2013-2014
Sunderland,HullCity,0,2,A,2013-2014
SwanseaCity,CardiffCity,3,0,H,2013-2014
TottenhamHotspur,Everton,1,0,H,2013-2014
ManchesterUnited,Fulham,2,2,D,2013-2014
CardiffCity,AstonVilla,0,0,D,2013-2014
HullCity,Southampton,0,1,A,2013-2014
WestHamUnited,NorwichCity,2,0,H,2013-2014
WestBromwichAlbion,Chelsea,1,1,D,2013-2014
Arsenal,ManchesterUnited,0,0,D,2013-2014
NewcastleUnited,TottenhamHotspur,0,4,A,2013-2014
StokeCity,SwanseaCity,1,1,D,2013-2014
Fulham,Liverpool,2,3,A,2013-2014
Chelsea,Everton,1,0,H,2013-2014
Arsenal,Sunderland,4,1,H,2013-2014
CardiffCity,HullCity,0,4,A,2013-2014
ManchesterCity,StokeCity,1,0,H,2013-2014
WestBromwichAlbion,Fulham,1,1,D,2013-2014
WestHamUnited,Southampton,3,1,H,2013-2014
CrystalPalace,ManchesterUnited,0,2,A,2013-2014
Liverpool,SwanseaCity,4,3,H,2013-2014
NewcastleUnited,AstonVilla,1,0,H,2013-2014
NorwichCity,TottenhamHotspur,1,0,H,2013-2014
Everton,WestHamUnited,1,0,H,2013-2014
Fulham,Chelsea,1,3,A,2013-2014
HullCity,NewcastleUnited,1,4,A,2013-2014
StokeCity,Arsenal,1,0,H,2013-2014
Southampton,Liverpool,0,3,A,2013-2014
AstonVilla,NorwichCity,4,1,H,2013-2014
SwanseaCity,CrystalPalace,1,1,D,2013-2014
TottenhamHotspur,CardiffCity,1,0,H,2013-2014
WestBromwichAlbion,ManchesterUnited,0,3,A,2013-2014
CardiffCity,Fulham,3,1,H,2013-2014
CrystalPalace,Southampton,0,1,A,2013-2014
NorwichCity,StokeCity,1,1,D,2013-2014
Chelsea,TottenhamHotspur,4,0,H,2013-2014
HullCity,ManchesterCity,0,2,A,2013-2014
Everton,CardiffCity,2,1,H,2013-2014
Fulham,NewcastleUnited,1,0,H,2013-2014
Southampton,NorwichCity,4,2,H,2013-2014
StokeCity,WestHamUnited,3,1,H,2013-2014
Sunderland,CrystalPalace,0,0,D,2013-2014
SwanseaCity,WestBromwichAlbion,1,2,A,2013-2014
AstonVilla,Chelsea,1,0,H,2013-2014
ManchesterUnited,Liverpool,0,3,A,2013-2014
TottenhamHotspur,Arsenal,0,1,A,2013-2014
Chelsea,Arsenal,6,0,H,2013-2014
CardiffCity,Liverpool,3,6,A,2013-2014
Everton,SwanseaCity,3,2,H,2013-2014
HullCity,WestBromwichAlbion,2,0,H,2013-2014
ManchesterCity,Fulham,5,0,H,2013-2014
NewcastleUnited,CrystalPalace,1,0,H,2013-2014
NorwichCity,Sunderland,2,0,H,2013-2014
WestHamUnited,ManchesterUnited,0,2,A,2013-2014
TottenhamHotspur,Southampton,3,2,H,2013-2014
AstonVilla,StokeCity,1,4,A,2013-2014
Arsenal,SwanseaCity,2,2,D,2013-2014
ManchesterUnited,ManchesterCity,0,3,A,2013-2014
NewcastleUnited,Everton,0,3,A,2013-2014
WestHamUnited,HullCity,2,1,H,2013-2014
Liverpool,Sunderland,2,1,H,2013-2014
ManchesterUnited,AstonVilla,4,1,H,2013-2014
CrystalPalace,Chelsea,1,0,H,2013-2014
Southampton,NewcastleUnited,4,0,H,2013-2014
StokeCity,HullCity,1,0,H,2013-2014
SwanseaCity,NorwichCity,3,0,H,2013-2014
WestBromwichAlbion,CardiffCity,3,3,D,2013-2014
Arsenal,ManchesterCity,1,1,D,2013-2014
Fulham,Everton,1,3,A,2013-2014
Liverpool,TottenhamHotspur,4,0,H,2013-2014
Sunderland,WestHamUnited,1,2,A,2013-2014
ManchesterCity,Southampton,4,1,H,2013-2014
AstonVilla,Fulham,1,2,A,2013-2014
CardiffCity,CrystalPalace,0,3,A,2013-2014
HullCity,SwanseaCity,1,0,H,2013-2014
NewcastleUnited,ManchesterUnited,0,4,A,2013-2014
NorwichCity,WestBromwichAlbion,0,1,A,2013-2014
Chelsea,StokeCity,3,0,H,2013-2014
Everton,Arsenal,3,0,H,2013-2014
WestHamUnited,Liverpool,1,2,A,2013-2014
TottenhamHotspur,Sunderland,5,1,H,2013-2014
CrystalPalace,AstonVilla,1,0,H,2013-2014
Fulham,NorwichCity,1,0,H,2013-2014
Southampton,CardiffCity,0,1,A,2013-2014
StokeCity,NewcastleUnited,1,0,H,2013-2014
Sunderland,Everton,0,1,A,2013-2014
WestBromwichAlbion,TottenhamHotspur,3,3,D,2013-2014
Liverpool,ManchesterCity,3,2,H,2013-2014
SwanseaCity,Chelsea,0,1,A,2013-2014
Arsenal,WestHamUnited,3,1,H,2013-2014
Everton,CrystalPalace,2,3,A,2013-2014
ManchesterCity,Sunderland,2,2,D,2013-2014
TottenhamHotspur,Fulham,3,1,H,2013-2014
AstonVilla,Southampton,0,0,D,2013-2014
CardiffCity,StokeCity,1,1,D,2013-2014
NewcastleUnited,SwanseaCity,1,2,A,2013-2014
WestHamUnited,CrystalPalace,0,1,A,2013-2014
Chelsea,Sunderland,1,2,A,2013-2014
NorwichCity,Liverpool,2,3,A,2013-2014
HullCity,Arsenal,0,3,A,2013-2014
Everton,ManchesterUnited,2,0,H,2013-2014
ManchesterCity,WestBromwichAlbion,3,1,H,2013-2014
Southampton,Everton,2,0,H,2013-2014
Fulham,HullCity,2,2,D,2013-2014
StokeCity,TottenhamHotspur,0,1,A,2013-2014
SwanseaCity,AstonVilla,4,1,H,2013-2014
WestBromwichAlbion,WestHamUnited,1,0,H,2013-2014
ManchesterUnited,NorwichCity,4,0,H,2013-2014
Sunderland,CardiffCity,4,0,H,2013-2014
Liverpool,Chelsea,0,2,A,2013-2014
CrystalPalace,ManchesterCity,0,2,A,2013-2014
Arsenal,NewcastleUnited,3,0,H,2013-2014
WestHamUnited,TottenhamHotspur,2,0,H,2013-2014
AstonVilla,HullCity,3,1,H,2013-2014
ManchesterUnited,Sunderland,0,1,A,2013-2014
NewcastleUnited,CardiffCity,3,0,H,2013-2014
StokeCity,Fulham,4,1,H,2013-2014
SwanseaCity,Southampton,0,1,A,2013-2014
Everton,ManchesterCity,2,3,A,2013-2014
Arsenal,WestBromwichAlbion,1,0,H,2013-2014
Chelsea,NorwichCity,0,0,D,2013-2014
CrystalPalace,Liverpool,3,3,D,2013-2014
ManchesterUnited,HullCity,3,1,H,2013-2014
ManchesterCity,AstonVilla,4,0,H,2013-2014
Sunderland,WestBromwichAlbion,2,0,H,2013-2014
CardiffCity,Chelsea,1,2,A,2013-2014
Fulham,CrystalPalace,2,2,D,2013-2014
HullCity,Everton,0,2,A,2013-2014
Liverpool,NewcastleUnited,2,1,H,2013-2014
ManchesterCity,WestHamUnited,2,0,H,2013-2014
NorwichCity,Arsenal,0,2,A,2013-2014
Southampton,ManchesterUnited,1,1,D,2013-2014
Sunderland,SwanseaCity,1,3,A,2013-2014
TottenhamHotspur,AstonVilla,3,0,H,2013-2014
WestBromwichAlbion,StokeCity,1,2,A,2013-2014
ManchesterUnited,SwanseaCity,1,2,A,2014-2015
LeicesterCity,Everton,2,2,D,2014-2015
QueensParkRangers,HullCity,0,1,A,2014-2015
StokeCity,AstonVilla,0,1,A,2014-2015
WestBromwichAlbion,Sunderland,2,2,D,2014-2015
WestHamUnited,TottenhamHotspur,0,1,A,2014-2015
Arsenal,CrystalPalace,2,1,H,2014-2015
Liverpool,Southampton,2,1,H,2014-2015
NewcastleUnited,ManchesterCity,0,2,A,2014-2015
Burnley,Chelsea,1,3,A,2014-2015
AstonVilla,NewcastleUnited,0,0,D,2014-2015
Chelsea,LeicesterCity,2,0,H,2014-2015
CrystalPalace,WestHamUnited,1,3,A,2014-2015
Southampton,WestBromwichAlbion,0,0,D,2014-2015
SwanseaCity,Burnley,1,0,H,2014-2015
Everton,Arsenal,2,2,D,2014-2015
HullCity,StokeCity,1,1,D,2014-2015
TottenhamHotspur,QueensParkRangers,4,0,H,2014-2015
Sunderland,ManchesterUnited,1,1,D,2014-2015
ManchesterCity,Liverpool,3,1,H,2014-2015
Burnley,ManchesterUnited,0,0,D,2014-2015
ManchesterCity,StokeCity,0,1,A,2014-2015
NewcastleUnited,CrystalPalace,3,3,D,2014-2015
QueensParkRangers,Sunderland,1,0,H,2014-2015
SwanseaCity,WestBromwichAlbion,3,0,H,2014-2015
WestHamUnited,Southampton,1,3,A,2014-2015
Everton,Chelsea,3,6,A,2014-2015
AstonVilla,HullCity,2,1,H,2014-2015
TottenhamHotspur,Liverpool,0,3,A,2014-2015
LeicesterCity,Arsenal,1,1,D,2014-2015
Arsenal,ManchesterCity,2,2,D,2014-2015
Chelsea,SwanseaCity,4,2,H,2014-2015
CrystalPalace,Burnley,0,0,D,2014-2015
Southampton,NewcastleUnited,4,0,H,2014-2015
StokeCity,LeicesterCity,0,1,A,2014-2015
Sunderland,TottenhamHotspur,2,2,D,2014-2015
WestBromwichAlbion,Everton,0,2,A,2014-2015
Liverpool,AstonVilla,0,1,A,2014-2015
ManchesterUnited,QueensParkRangers,4,0,H,2014-2015
HullCity,WestHamUnited,2,2,D,2014-2015
QueensParkRangers,StokeCity,2,2,D,2014-2015
AstonVilla,Arsenal,0,3,A,2014-2015
Burnley,Sunderland,0,0,D,2014-2015
NewcastleUnited,HullCity,2,2,D,2014-2015
SwanseaCity,Southampton,0,1,A,2014-2015
